CustomerID,Recency,Frequency,Monetary,Recency_Log,Frequency_Log,Monetary_Log,Customer_Value_Level
12346,326,1,77183.6,5.7899601708972535,0.6931471805599453,11.253955234248428,Cao
12347,2,7,4310.0,1.0986122886681098,2.0794415416798357,8.368925174747135,Cao
12348,75,4,1797.24,4.330733340286331,1.6094379124341003,7.494563687769957,Cao
12349,19,1,1757.55,2.995732273553991,0.6931471805599453,7.472244884833674,Cao
12350,310,1,334.4,5.739792912179234,0.6931471805599453,5.815323849389109,Thap
12352,36,8,2506.04,3.6109179126442243,2.1972245773362196,7.826858053356098,Cao
12353,204,1,89.0,5.3230099791384085,0.6931471805599453,4.499809670330265,Thap
12354,232,1,1079.4,5.4510384535657,0.6931471805599453,6.985086621918461,Trung_binh
12355,214,1,459.4,5.3706380281276624,0.6931471805599453,6.132095676847728,Trung_binh
12356,23,3,2811.43,3.1780538303479458,1.3862943611198906,7.941804157314053,Cao
12357,33,1,6207.67,3.5263605246161616,0.6931471805599453,8.733701981297274,Cao
12358,2,2,1168.06,1.0986122886681098,1.0986122886681098,7.063955286074528,Trung_binh
12359,58,4,6310.03,4.07753744390572,1.6094379124341003,8.750054175177759,Cao
12360,52,3,2662.06,3.970291913552122,1.3862943611198906,7.887231116540211,Cao
12361,287,1,189.9,5.662960480135946,0.6931471805599453,5.251749730731702,Thap
12362,3,10,5226.23,1.3862943611198906,2.3978952727983707,8.56163678004062,Cao
12363,110,2,552.0,4.709530201312334,1.0986122886681098,6.315358001522335,Trung_binh
12364,8,4,1313.1,2.1972245773362196,1.6094379124341003,7.180907299649593,Cao
12365,291,2,641.38,5.676753802268282,1.0986122886681098,6.465180028897591,Trung_binh
12367,4,1,168.9,1.6094379124341003,0.6931471805599453,5.135210028677887,Thap
12370,51,4,3541.94,3.9512437185814275,1.6094379124341003,8.172712169921061,Cao
12371,45,2,1887.96,3.828641396489095,1.0986122886681098,7.543781692052325,Cao
12372,72,3,1298.04,4.290459441148391,1.3862943611198906,7.169380809114136,Cao
12373,311,1,364.6,5.7430031878094825,0.6931471805599453,5.901539839579995,Thap
12374,25,1,742.9300000000001,3.258096538021482,0.6931471805599453,6.6119469443852195,Trung_binh
12375,11,2,457.5,2.4849066497880004,1.0986122886681098,6.127960291696519,Trung_binh
12377,315,2,1628.12,5.755742213586912,1.0986122886681098,7.395795270713971,Cao
12378,130,1,4008.62,4.875197323201151,0.6931471805599453,8.29645175271804,Cao
12379,82,2,852.24,4.418840607796598,1.0986122886681098,6.749040867823617,Trung_binh
12380,22,4,2724.81,3.1354942159291497,1.6094379124341003,7.910520910634419,Cao
12381,5,5,1845.31,1.791759469228055,1.791759469228055,7.520944331624911,Cao
12383,185,5,1850.56,5.225746673713202,1.791759469228055,7.523783805985769,Cao
12384,29,2,585.27,3.4011973816621555,1.0986122886681098,6.373780434317173,Trung_binh
12386,338,2,401.9,5.82600010738045,1.0986122886681098,5.998688392197302,Trung_binh
12388,16,6,2780.66,2.833213344056216,1.9459101490553132,7.930803150780256,Cao
12390,80,1,549.84,4.394449154672439,0.6931471805599453,6.311444385858925,Trung_binh
12391,22,1,439.66,3.1354942159291497,0.6931471805599453,6.0882736030360425,Trung_binh
12393,72,4,1582.6000000000001,4.290459441148391,1.6094379124341003,7.3674560152319755,Cao
12394,64,2,1272.48,4.174387269895637,1.0986122886681098,7.149508589545504,Cao
12395,19,12,3018.63,2.995732273553991,2.5649493574615367,8.012889586306857,Cao
12397,36,2,2409.9,3.6109179126442243,1.0986122886681098,7.7877554007552545,Cao
12398,46,1,1635.6599999999999,3.8501476017100584,0.6931471805599453,7.4004128587924045,Cao
12399,119,4,1108.65,4.787491742782046,1.6094379124341003,7.011799929268738,Trung_binh
12401,303,1,84.3,5.717027701406222,0.6931471805599453,4.446174454497633,Thap
12402,323,1,225.6,5.780743515792329,0.6931471805599453,5.423186348593906,Thap
12403,50,1,427.7,3.9318256327243257,0.6931471805599453,6.0607573736039315,Trung_binh
12405,149,1,1710.39,5.0106352940962555,0.6931471805599453,7.445061184797548,Cao
12406,22,2,3415.3,3.1354942159291497,1.0986122886681098,8.136313373066384,Cao
12407,50,5,1708.1200000000001,3.9318256327243257,1.791759469228055,7.4437338971514055,Cao
12408,33,5,2888.55,3.5263605246161616,1.791759469228055,7.968856059639959,Cao
12409,79,3,11072.67,4.382026634673881,1.3862943611198906,9.312325497408466,Cao
12410,309,2,693.3299999999999,5.736572297479192,1.0986122886681098,6.542947351813216,Trung_binh
12412,75,3,1226.88,4.330733340286331,1.3862943611198906,7.1130443840624835,Cao
12413,67,3,758.1,4.219507705176107,1.3862943611198906,6.632133521022722,Trung_binh
12414,217,3,562.41,5.384495062789089,1.3862943611198906,6.334007604663525,Trung_binh
12415,24,21,124914.53,3.2188758248682006,3.091042453358316,11.735393027855736,Cao
12417,3,9,3649.1,1.3862943611198906,2.302585092994046,8.202509843461513,Cao
12418,113,1,668.58,4.736198448394496,0.6931471805599453,6.506650650150935,Trung_binh
12420,64,1,600.39,4.174387269895637,0.6931471805599453,6.3992436425478765,Trung_binh
12421,16,4,807.04,2.833213344056216,1.6094379124341003,6.694611562246261,Trung_binh
12422,96,3,803.5600000000001,4.574710978503383,1.3862943611198906,6.690295544136225,Trung_binh
12423,1,8,1859.31,0.6931471805599453,2.1972245773362196,7.528498419486568,Cao
12424,163,2,1760.96,5.099866427824199,1.0986122886681098,7.474182104762846,Cao
12425,78,1,777.2,4.3694478524670215,0.6931471805599453,6.6569835605504535,Trung_binh
12426,195,1,582.73,5.278114659230517,0.6931471805599453,6.369438547154207,Trung_binh
12427,22,3,825.8,3.1354942159291497,1.3862943611198906,6.717562827807613,Trung_binh
12428,26,9,7956.46,3.295836866004329,2.302585092994046,8.981865132439246,Cao
12429,9,4,3750.4,2.302585092994046,1.6094379124341003,8.22988438262624,Cao
12430,43,1,256.4,3.784189633918261,0.6931471805599453,5.5506312951620265,Thap
12431,36,15,6419.95,3.6109179126442243,2.772588722239781,8.767321360814657,Cao
12432,43,5,5059.32,3.784189633918261,1.791759469228055,8.529185001388596,Cao
12433,1,7,13375.87,0.6931471805599453,2.0794415416798357,9.50128237507538,Cao
12434,85,2,806.14,4.454347296253507,1.0986122886681098,6.6934971352559,Trung_binh
12435,80,2,7829.89,4.394449154672439,1.0986122886681098,8.965831447914955,Cao
12436,100,1,509.01,4.61512051684126,0.6931471805599453,6.234430333369278,Trung_binh
12437,2,18,4951.41,1.0986122886681098,2.9444389791664403,8.507629605767502,Cao
12438,14,2,2906.85,2.70805020110221,1.0986122886681098,7.9751692554798295,Cao
12441,367,1,173.55,5.908082938168931,0.6931471805599453,5.162211233551045,Thap
12442,3,1,172.06,1.3862943611198906,0.6931471805599453,5.153638355178593,Thap
12444,21,5,5005.46,3.091042453358316,1.791759469228055,8.518484357502437,Cao
12445,22,1,133.4,3.1354942159291497,0.6931471805599453,4.900820428089049,Thap
12446,58,1,1002.3100000000001,4.07753744390572,0.6931471805599453,6.9110598129904375,Trung_binh
12447,243,1,476.49,5.497168225293202,0.6931471805599453,6.168543217293113,Trung_binh
12448,44,1,449.45,3.8066624897703196,0.6931471805599453,6.110247083097449,Trung_binh
12449,22,4,4067.29,3.1354942159291497,1.6094379124341003,8.310978042729836,Cao
12450,156,2,197.88,5.056245805348308,1.0986122886681098,5.292701627762401,Thap
12451,11,5,9035.52,2.4849066497880004,1.791759469228055,9.109029423519523,Cao
12452,17,2,430.57,2.8903717578961645,1.0986122886681098,6.067429722163682,Trung_binh
12453,134,1,707.09,4.90527477843843,0.6931471805599453,6.562571204258897,Trung_binh
12454,56,1,3528.34,4.04305126783455,0.6931471805599453,8.168866163607964,Cao
12455,73,6,2466.86,4.30406509320417,1.9459101490553132,7.81110665732229,Cao
12456,44,3,3181.04,3.8066624897703196,1.3862943611198906,8.065277779528966,Cao
12457,66,7,2363.23,4.204692619390966,2.0794415416798357,7.768207666517555,Cao
12458,71,2,947.4,4.276666119016055,1.0986122886681098,6.854776354191251,Trung_binh
12461,94,2,826.88,4.553876891600541,1.0986122886681098,6.718868216346018,Trung_binh
12462,19,2,1189.59,2.995732273553991,1.0986122886681098,7.082204261557526,Trung_binh
12463,53,4,1344.78,3.9889840465642745,1.6094379124341003,7.204729049594601,Cao
12464,10,8,1212.05,2.3978952727983707,2.1972245773362196,7.100893128209941,Cao
12465,17,2,742.1899999999999,2.8903717578961645,1.0986122886681098,6.610951732080795,Trung_binh
12468,188,2,729.5400000000001,5.241747015059643,1.0986122886681098,6.593783986707386,Trung_binh
12471,2,30,19788.65,1.0986122886681098,3.4339872044851463,9.89291435274037,Cao
12472,32,7,6572.11,3.4965075614664802,2.0794415416798357,8.790742363252102,Cao
12473,29,5,3928.0499999999997,3.4011973816621555,1.791759469228055,8.276152945361936,Cao
12474,17,18,7324.09,2.8903717578961645,2.9444389791664403,8.899060720499207,Cao
12475,54,1,723.38,4.007333185232471,0.6931471805599453,6.585316116572351,Trung_binh
12476,16,11,6816.42,2.833213344056216,2.4849066497880004,8.82723638014411,Cao
12477,23,6,13219.74,3.1780538303479458,1.9459101490553132,9.489542087633343,Cao
12478,4,1,680.99,1.6094379124341003,0.6931471805599453,6.525014994979364,Trung_binh
12479,11,1,527.2,2.4849066497880004,0.6931471805599453,6.269474999863032,Trung_binh
12480,28,4,3281.63,3.367295829986474,1.6094379124341003,8.096400209353131,Cao
12481,23,10,5579.82,3.1780538303479458,2.3978952727983707,8.62709099798378,Cao
12483,17,8,2484.98,2.8903717578961645,2.1972245773362196,7.818422226986002,Cao
12484,33,6,4527.32,3.5263605246161616,1.9459101490553132,8.418106288764006,Cao
12488,10,3,1298.66,2.3978952727983707,1.3862943611198906,7.169857970780942,Cao
12489,336,1,334.93,5.820082930352362,0.6931471805599453,5.816902804925467,Thap
12490,5,10,5417.93,1.791759469228055,2.3978952727983707,8.597653657970227,Cao
12491,39,1,460.40000000000003,3.6888794541139363,0.6931471805599453,6.134265345739653,Trung_binh
12492,63,2,263.21000000000004,4.1588830833596715,1.0986122886681098,5.5767442414854775,Thap
12493,166,2,433.74,5.117993812416755,1.0986122886681098,6.0747481512447195,Trung_binh
12494,16,7,1246.1000000000001,2.833213344056216,2.0794415416798357,7.128576134926702,Cao
12497,82,1,1043.1,4.418840607796598,0.6931471805599453,6.950910549296065,Trung_binh
12498,21,3,403.70000000000005,3.091042453358316,1.3862943611198906,6.00314605188182,Trung_binh
12500,23,11,4257.82,3.1780538303479458,2.4849066497880004,8.356747405587967,Cao
12501,337,1,2169.39,5.823045895483019,0.6931471805599453,7.682662153888476,Cao
12502,96,5,3723.87,4.574710978503383,1.791759469228055,8.222787230875806,Cao
12504,18,2,482.04999999999995,2.9444389791664403,1.0986122886681098,6.180120167963518,Trung_binh
12506,233,1,73.5,5.455321115357702,0.6931471805599453,4.310799125385514,Thap
12507,134,3,1304.81,4.90527477843843,1.3862943611198906,7.174578816863813,Cao
12508,26,2,397.88,3.295836866004329,1.0986122886681098,5.988660619775247,Trung_binh
12509,284,1,176.5,5.652489180268651,0.6931471805599453,5.178970608915471,Thap
12510,143,2,982.5699999999999,4.969813299576001,1.0986122886681098,6.8911888096735625,Trung_binh
12512,66,2,132.18,4.204692619390966,1.0986122886681098,4.891701596682476,Thap
12513,113,1,612.29,4.736198448394496,0.6931471805599453,6.418837907265026,Trung_binh
12514,267,1,1017.68,5.5909869805108565,0.6931471805599453,6.926262950537876,Trung_binh
12515,353,1,383.7,5.869296913133774,0.6931471805599453,5.95246380975825,Thap
12516,78,2,1312.06,4.3694478524670215,1.0986122886681098,7.180115570136106,Cao
12517,28,5,2481.6,3.367295829986474,1.791759469228055,7.817061677081847,Cao
